age,gender,income,person_id,year_of_member,month_of_member,day_of_member
89.0,F,78000.0,4251,2016,4,8
70.0,F,119000.0,1291,2017,12,11
28.0,F,71000.0,6914,2016,8,4
44.0,M,77000.0,11953,2017,1,16
56.0,M,47000.0,14217,2014,10,27
19.0,M,31000.0,10563,2014,6,16
44.0,F,62000.0,837,2017,4,9
71.0,F,32000.0,15680,2018,3,12
41.0,M,60000.0,9705,2017,11,12
53.0,F,50000.0,10004,2017,1,21
45.0,M,49000.0,11847,2013,12,13
41.0,M,55000.0,12359,2015,8,6
64.0,M,100000.0,1211,2017,11,30
43.0,M,30000.0,11017,2018,4,22
63.0,M,61000.0,16029,2014,10,10
86.0,F,115000.0,9559,2016,2,16
61.0,F,74000.0,9454,2017,12,30
40.0,M,38000.0,1011,2014,5,21
84.0,F,31000.0,10419,2017,4,1
60.0,F,30000.0,4414,2018,2,9
73.0,F,76000.0,10935,2017,6,28
69.0,F,58000.0,5501,2017,12,17
42.0,M,75000.0,9569,2016,7,22
50.0,F,118000.0,10512,2017,12,5
48.0,M,44000.0,2758,2018,7,23
45.0,M,33000.0,6489,2018,4,14
35.0,F,39000.0,6502,2017,8,1
30.0,M,47000.0,14807,2017,12,1
61.0,M,66000.0,3383,2015,12,9
88.0,F,53000.0,14192,2017,5,18
84.0,F,61000.0,1938,2017,7,19
59.0,F,58000.0,4627,2018,6,24
60.0,F,69000.0,8214,2018,4,13
75.0,M,86000.0,349,2015,12,23
63.0,F,64000.0,1849,2018,7,12
70.0,F,75000.0,13495,2018,4,19
53.0,F,64000.0,9623,2018,5,23
29.0,F,62000.0,2767,2018,5,19
67.0,M,41000.0,8667,2018,6,7
52.0,M,98000.0,13367,2017,9,5
39.0,F,65000.0,5955,2016,12,26
71.0,M,99000.0,1232,2018,7,8
43.0,M,59000.0,15548,2017,12,23
38.0,M,69000.0,8594,2017,8,17
69.0,M,88000.0,668,2016,5,22
44.0,M,32000.0,11294,2017,3,14
82.0,M,37000.0,1180,2018,6,30
20.0,M,50000.0,3201,2018,1,31
23.0,M,42000.0,6927,2015,2,15
57.0,M,80000.0,10208,2016,2,12
36.0,M,54000.0,11376,2015,9,30
45.0,M,73000.0,15305,2017,10,14
51.0,M,54000.0,13383,2017,9,29
60.0,F,112000.0,2007,2017,9,23
80.0,M,116000.0,14949,2016,10,24
54.0,M,35000.0,13227,2018,1,5
57.0,F,38000.0,1481,2018,4,29
71.0,M,51000.0,4465,2015,11,1
64.0,M,76000.0,119,2016,12,10
49.0,M,106000.0,340,2017,11,23
61.0,M,56000.0,13885,2018,5,17
26.0,M,46000.0,9196,2017,10,4
21.0,M,72000.0,11344,2017,7,29
54.0,F,38000.0,3853,2018,7,21
33.0,M,60000.0,14215,2017,3,23
53.0,M,64000.0,15704,2017,4,7
69.0,M,95000.0,7747,2016,12,31
83.0,M,43000.0,8948,2017,10,20
32.0,M,64000.0,16081,2018,6,19
31.0,M,45000.0,7869,2018,4,29
47.0,F,61000.0,5837,2015,4,23
60.0,F,43000.0,7949,2018,6,11
72.0,F,77000.0,7215,2018,7,1
87.0,F,76000.0,1729,2016,5,14
25.0,M,72000.0,667,2018,5,4
25.0,M,59000.0,7523,2014,9,14
69.0,M,47000.0,8947,2015,11,10
77.0,O,92000.0,10689,2017,12,18
53.0,F,74000.0,8535,2017,5,26
58.0,F,54000.0,2916,2016,6,5
75.0,M,97000.0,5465,2016,6,7
49.0,M,64000.0,4767,2017,8,6
70.0,M,107000.0,11512,2017,10,1
37.0,M,42000.0,4158,2016,1,9
27.0,M,65000.0,4529,2017,8,4
60.0,M,77000.0,10432,2018,1,15
57.0,M,56000.0,616,2018,1,13
51.0,M,86000.0,3704,2018,2,20
53.0,F,98000.0,9036,2016,5,25
51.0,M,58000.0,7575,2016,5,30
73.0,M,73000.0,8142,2016,1,13
59.0,M,73000.0,5505,2018,1,11
39.0,F,44000.0,2696,2015,9,15
19.0,M,74000.0,3038,2017,8,3
40.0,M,71000.0,2135,2018,5,9
22.0,M,33000.0,15702,2017,12,28
65.0,M,34000.0,4462,2017,12,15
58.0,M,54000.0,9202,2018,2,23
36.0,F,61000.0,6783,2017,11,2
44.0,F,57000.0,7286,2017,8,5
44.0,F,87000.0,3515,2016,5,19
23.0,M,54000.0,11879,2017,9,9
74.0,F,64000.0,925,2015,8,31
33.0,F,53000.0,7451,2015,11,14
37.0,M,98000.0,1667,2016,1,23
51.0,M,49000.0,14771,2014,1,10
46.0,F,44000.0,13000,2017,9,14
53.0,M,66000.0,8852,2013,11,10
62.0,M,84000.0,14967,2017,9,23
52.0,O,80000.0,34,2016,3,6
43.0,M,35000.0,14058,2016,12,1
28.0,M,54000.0,9499,2016,10,19
59.0,F,95000.0,13897,2017,1,31
80.0,F,81000.0,5630,2016,7,17
32.0,M,55000.0,14480,2018,4,14
89.0,F,110000.0,3792,2018,1,11
24.0,M,47000.0,9749,2018,7,20
75.0,M,81000.0,259,2015,10,6
56.0,F,107000.0,9581,2016,11,30
50.0,F,80000.0,9468,2018,3,29
22.0,M,32000.0,44,2015,12,24
59.0,F,99000.0,162,2018,6,27
42.0,M,55000.0,2104,2016,4,22
33.0,F,74000.0,4527,2018,3,5
66.0,M,101000.0,8791,2016,9,17
25.0,M,73000.0,12439,2018,1,11
49.0,M,55000.0,6235,2017,7,8
60.0,F,76000.0,1114,2017,9,20
48.0,F,49000.0,3477,2018,2,11
75.0,F,59000.0,4630,2018,7,15
50.0,M,73000.0,4207,2016,1,25
66.0,F,67000.0,8987,2015,11,6
48.0,M,93000.0,6803,2017,12,6
81.0,F,87000.0,2174,2016,12,23
80.0,F,98000.0,8944,2015,11,16
55.0,M,85000.0,11693,2017,3,23
55.0,F,90000.0,7907,2015,10,19
33.0,M,42000.0,13872,2017,8,22
65.0,M,36000.0,6952,2018,7,17
71.0,M,36000.0,14083,2018,6,29
42.0,F,66000.0,15515,2018,5,1
80.0,M,89000.0,4655,2017,8,30
49.0,M,72000.0,6306,2018,4,2
38.0,F,39000.0,3299,2013,11,19
77.0,M,46000.0,1853,2016,2,9
57.0,M,82000.0,2455,2015,5,14
32.0,M,42000.0,8397,2018,4,21
33.0,M,63000.0,11850,2017,10,16
72.0,M,33000.0,14597,2016,10,28
51.0,M,51000.0,11855,2015,10,10
68.0,F,68000.0,9654,2016,10,26
58.0,M,63000.0,2637,2018,6,29
60.0,F,81000.0,5599,2017,9,9
28.0,M,73000.0,5583,2015,4,17
55.0,M,42000.0,5790,2017,8,26
72.0,M,54000.0,4226,2018,1,1
47.0,F,54000.0,4222,2017,11,27
87.0,F,77000.0,10535,2016,10,12
50.0,F,50000.0,12114,2017,8,5
73.0,F,37000.0,9598,2016,7,4
43.0,M,34000.0,12655,2016,4,1
33.0,M,56000.0,11509,2017,10,19
48.0,F,57000.0,6024,2015,9,5
21.0,M,54000.0,8490,2016,9,3
64.0,F,91000.0,3479,2016,12,9
38.0,M,55000.0,12639,2017,9,2
70.0,M,47000.0,9222,2017,9,10
42.0,M,34000.0,7238,2017,3,16
20.0,F,45000.0,8572,2017,10,9
46.0,M,48000.0,6619,2018,4,6
55.0,F,109000.0,9333,2015,11,7
23.0,M,65000.0,2822,2016,9,4
43.0,M,39000.0,15526,2018,1,10
44.0,M,74000.0,8533,2018,4,11
66.0,M,37000.0,4209,2015,8,11
63.0,F,91000.0,16077,2017,12,8
57.0,F,64000.0,11405,2017,11,24
22.0,F,55000.0,10637,2016,6,20
60.0,F,74000.0,16807,2018,3,3
79.0,F,93000.0,8300,2018,6,26
77.0,F,92000.0,2954,2017,12,19
38.0,F,49000.0,15208,2018,4,6
79.0,M,67000.0,3137,2018,6,5
76.0,M,40000.0,2538,2015,10,8
45.0,M,75000.0,10234,2017,9,2
63.0,F,78000.0,16576,2017,12,27
43.0,M,72000.0,13929,2018,6,13
56.0,M,88000.0,14594,2018,1,14
74.0,F,57000.0,2492,2018,7,13
25.0,M,30000.0,12906,2017,4,13
56.0,M,90000.0,5304,2017,3,20
86.0,M,92000.0,13018,2017,1,9
52.0,F,89000.0,12082,2018,4,2
59.0,M,78000.0,4278,2017,9,9
25.0,F,70000.0,5244,2015,11,10
68.0,F,57000.0,15785,2018,5,8
41.0,M,88000.0,4836,2018,5,15
29.0,M,73000.0,12538,2017,4,25
39.0,F,60000.0,423,2017,7,27
41.0,F,57000.0,2180,2016,5,7
97.0,M,85000.0,4991,2017,2,2
53.0,M,68000.0,761,2013,10,20
75.0,M,76000.0,3553,2016,10,24
70.0,M,45000.0,8591,2017,7,13
45.0,M,58000.0,1375,2017,11,23
71.0,M,54000.0,11909,2018,7,20
59.0,M,65000.0,15276,2018,3,22
51.0,M,114000.0,11787,2017,8,9
70.0,F,98000.0,11765,2016,9,28
37.0,M,87000.0,12970,2017,10,28
55.0,M,83000.0,555,2015,12,30
54.0,M,42000.0,11684,2018,4,8
55.0,M,66000.0,1925,2017,8,27
57.0,M,77000.0,3735,2016,11,22
79.0,M,30000.0,6559,2018,7,24
28.0,M,66000.0,6978,2018,7,2
47.0,F,89000.0,5052,2017,9,17
33.0,M,33000.0,13746,2017,10,27
21.0,F,46000.0,400,2018,1,23
66.0,F,73000.0,2717,2016,1,24
27.0,M,37000.0,11197,2017,8,12
57.0,M,59000.0,9350,2017,11,14
27.0,M,56000.0,5557,2018,2,17
78.0,F,71000.0,5146,2017,12,27
54.0,M,56000.0,10900,2017,7,29
70.0,M,48000.0,12084,2016,7,27
68.0,F,116000.0,11366,2017,7,25
52.0,M,73000.0,9254,2016,3,17
38.0,F,42000.0,11169,2014,12,18
73.0,F,90000.0,14649,2015,12,1
20.0,M,34000.0,5629,2018,1,7
67.0,F,41000.0,5553,2017,8,7
49.0,F,82000.0,15911,2017,8,8
19.0,M,63000.0,3571,2018,4,29
54.0,M,61000.0,8317,2016,11,9
44.0,M,94000.0,16832,2014,5,20
99.0,F,111000.0,13854,2017,8,29
31.0,F,43000.0,14253,2015,2,27
64.0,M,63000.0,13529,2017,5,25
59.0,F,78000.0,7015,2017,12,18
48.0,M,76000.0,16771,2017,8,19
84.0,F,61000.0,15394,2017,4,26
56.0,F,76000.0,991,2017,12,31
77.0,F,82000.0,1777,2017,12,15
29.0,M,44000.0,4387,2017,8,14
35.0,F,31000.0,7392,2018,5,1
38.0,M,64000.0,1986,2015,11,1
52.0,M,78000.0,13322,2018,6,25
73.0,F,94000.0,10930,2018,7,12
56.0,F,38000.0,10011,2013,8,18
57.0,M,52000.0,6460,2018,2,5
49.0,M,73000.0,4121,2017,9,1
58.0,F,63000.0,3570,2016,3,31
55.0,M,48000.0,5460,2018,3,20
60.0,M,87000.0,1673,2018,3,10
62.0,F,71000.0,12687,2016,6,16
78.0,F,54000.0,8787,2014,9,23
59.0,F,114000.0,14492,2016,2,1
46.0,F,68000.0,2699,2017,1,24
26.0,M,73000.0,6730,2018,7,7
59.0,F,96000.0,14141,2015,10,8
49.0,M,36000.0,12621,2018,5,15
22.0,M,63000.0,1246,2018,5,18
42.0,M,33000.0,9608,2018,5,10
58.0,F,88000.0,9289,2017,10,5
33.0,M,39000.0,1059,2015,8,16
20.0,M,71000.0,15197,2017,9,6
33.0,F,37000.0,14287,2015,12,21
48.0,M,83000.0,7969,2017,5,6
37.0,M,61000.0,10279,2017,9,21
69.0,F,88000.0,10180,2017,11,17
63.0,F,81000.0,13634,2014,7,27
61.0,F,51000.0,15681,2016,3,29
26.0,F,56000.0,3218,2018,2,20
76.0,M,88000.0,4622,2016,5,8
22.0,F,61000.0,5031,2016,8,12
78.0,F,104000.0,12993,2018,1,29
41.0,F,77000.0,14676,2016,4,30
38.0,M,50000.0,9233,2018,6,13
42.0,M,54000.0,1591,2017,7,5
68.0,F,98000.0,6393,2017,5,28
54.0,M,37000.0,485,2018,7,2
54.0,M,65000.0,304,2017,12,10
79.0,M,53000.0,5233,2016,9,17
48.0,M,67000.0,11127,2016,4,26
42.0,F,71000.0,14853,2017,8,9
45.0,M,56000.0,12060,2016,11,11
54.0,O,59000.0,6933,2016,10,13
59.0,M,47000.0,15635,2014,12,20
50.0,M,59000.0,12041,2017,2,2
67.0,M,67000.0,745,2017,8,13
59.0,F,80000.0,9837,2017,9,9
54.0,F,93000.0,1319,2016,5,23
78.0,M,66000.0,9012,2017,9,14
72.0,M,104000.0,15451,2016,11,21
55.0,M,37000.0,7793,2016,8,28
64.0,F,48000.0,15845,2018,2,9
78.0,F,72000.0,10161,2017,9,11
38.0,F,51000.0,4716,2016,6,4
40.0,M,41000.0,3261,2014,9,12
39.0,M,56000.0,14472,2015,4,3
61.0,M,60000.0,3630,2018,3,30
76.0,M,107000.0,11977,2017,6,18
54.0,M,72000.0,2308,2018,4,18
40.0,F,53000.0,3402,2016,2,8
81.0,M,41000.0,8041,2015,10,12
80.0,M,72000.0,3800,2018,5,29
46.0,M,59000.0,3055,2017,9,7
55.0,F,119000.0,2910,2016,9,2
25.0,M,75000.0,2089,2014,4,16
54.0,M,69000.0,13643,2018,5,22
68.0,M,32000.0,4120,2017,11,19
88.0,M,50000.0,4438,2015,1,29
66.0,M,56000.0,16414,2016,5,15
49.0,M,52000.0,5138,2018,3,27
34.0,F,74000.0,2749,2018,2,21
74.0,F,60000.0,11893,2018,5,1
28.0,M,65000.0,10464,2017,10,31
52.0,F,53000.0,5581,2015,9,27
34.0,M,32000.0,14342,2014,3,1
62.0,F,64000.0,12157,2016,9,7
51.0,M,30000.0,5564,2017,9,7
35.0,M,69000.0,5811,2017,7,5
47.0,M,32000.0,15801,2017,12,6
46.0,M,67000.0,7504,2017,10,13
63.0,M,84000.0,3942,2015,10,2
76.0,M,103000.0,6807,2017,12,15
34.0,M,51000.0,11495,2017,11,21
79.0,M,102000.0,3194,2016,7,29
73.0,F,58000.0,7233,2017,7,13
53.0,F,55000.0,5731,2017,9,27
66.0,F,56000.0,6603,2018,7,8
74.0,M,52000.0,4407,2017,8,4
39.0,F,55000.0,15431,2018,1,16
21.0,O,59000.0,14501,2017,10,6
52.0,M,99000.0,4382,2017,10,9
49.0,F,102000.0,4889,2016,6,16
20.0,F,75000.0,13815,2018,7,17
45.0,F,64000.0,2268,2017,4,17
80.0,F,61000.0,5192,2017,6,23
42.0,M,38000.0,3823,2017,10,20
51.0,M,70000.0,14379,2015,8,31
42.0,M,79000.0,5570,2018,7,19
18.0,M,31000.0,2423,2018,1,12
46.0,M,62000.0,15799,2017,8,19
67.0,F,68000.0,6824,2018,1,25
19.0,F,42000.0,3715,2017,12,8
51.0,M,65000.0,15546,2016,11,21
82.0,F,81000.0,4663,2016,5,15
24.0,M,44000.0,12981,2018,3,10
34.0,M,34000.0,9867,2018,5,28
76.0,F,64000.0,5456,2017,9,22
80.0,F,52000.0,9159,2017,11,7
69.0,M,85000.0,14686,2018,7,4
90.0,M,65000.0,9544,2013,8,8
61.0,F,45000.0,13546,2014,7,6
92.0,M,71000.0,16199,2015,12,30
70.0,M,45000.0,4824,2015,10,26
96.0,M,89000.0,1404,2017,10,2
55.0,F,96000.0,14571,2017,1,12
87.0,F,94000.0,168,2017,5,7
75.0,F,87000.0,12085,2017,10,19
66.0,F,53000.0,3058,2018,3,8
35.0,M,33000.0,13846,2018,2,17
58.0,F,64000.0,14586,2017,2,20
37.0,M,38000.0,4318,2017,7,31
75.0,M,65000.0,12370,2018,4,23
84.0,F,109000.0,3295,2017,8,18
44.0,M,83000.0,768,2015,12,23
69.0,M,62000.0,10106,2018,6,4
18.0,M,46000.0,14188,2018,6,30
52.0,M,53000.0,1897,2017,8,21
43.0,F,56000.0,14054,2018,6,19
87.0,M,46000.0,12026,2015,12,8
23.0,F,34000.0,7926,2017,10,18
48.0,M,48000.0,5650,2014,6,27
28.0,M,69000.0,5730,2017,9,18
81.0,F,78000.0,9348,2015,10,28
20.0,M,43000.0,13707,2017,10,31
62.0,M,54000.0,13260,2016,1,5
49.0,F,57000.0,8709,2018,4,17
57.0,F,74000.0,3701,2017,8,19
57.0,F,118000.0,16979,2015,9,2
75.0,M,35000.0,6471,2017,3,1
67.0,M,86000.0,10986,2015,8,8
46.0,M,36000.0,12266,2016,8,17
56.0,M,95000.0,515,2015,9,1
31.0,F,73000.0,15122,2017,7,30
21.0,M,60000.0,7803,2014,2,25
63.0,F,86000.0,7577,2017,7,23
35.0,M,35000.0,13998,2016,3,20
20.0,M,37000.0,6612,2017,8,23
48.0,M,53000.0,9763,2014,11,8
47.0,F,80000.0,6083,2017,1,23
53.0,M,59000.0,16341,2018,4,17
39.0,M,41000.0,16671,2018,5,23
62.0,M,88000.0,14940,2018,5,17
78.0,M,39000.0,11760,2016,9,28
64.0,M,98000.0,662,2016,5,6
36.0,F,61000.0,13753,2018,7,8
44.0,F,52000.0,13526,2016,8,17
60.0,F,68000.0,11157,2017,10,17
40.0,F,64000.0,13556,2015,10,16
54.0,M,73000.0,2663,2014,2,17
23.0,M,60000.0,13908,2015,12,14
51.0,F,62000.0,16020,2017,3,20
52.0,M,55000.0,12273,2017,11,1
55.0,F,99000.0,14699,2017,10,7
24.0,F,59000.0,11795,2015,7,2
59.0,M,53000.0,8450,2016,6,10
57.0,M,86000.0,1652,2017,1,11
24.0,F,38000.0,16475,2018,2,28
58.0,M,64000.0,3859,2018,4,7
71.0,M,83000.0,7850,2015,4,18
52.0,M,84000.0,8734,2016,8,10
21.0,M,75000.0,10467,2018,6,19
27.0,M,45000.0,8102,2018,4,28
75.0,F,57000.0,8866,2018,2,27
36.0,M,33000.0,4240,2018,3,9
71.0,M,61000.0,5118,2016,8,12
22.0,F,36000.0,1014,2017,12,14
31.0,M,55000.0,15840,2018,5,9
28.0,M,61000.0,7145,2015,1,24
57.0,M,58000.0,2925,2018,2,8
25.0,F,34000.0,1543,2014,1,10
55.0,M,90000.0,4515,2017,2,14
67.0,F,65000.0,1565,2016,6,29
43.0,M,63000.0,16755,2017,12,4
71.0,M,84000.0,13558,2017,7,12
69.0,M,101000.0,11815,2017,10,20
68.0,M,46000.0,1001,2017,10,9
29.0,M,66000.0,13848,2017,9,30
80.0,F,88000.0,14146,2018,1,1
54.0,F,86000.0,8288,2015,12,7
77.0,M,88000.0,11228,2015,9,19
85.0,M,66000.0,13510,2016,1,16
68.0,M,92000.0,7379,2016,9,26
51.0,M,32000.0,899,2014,1,6
94.0,M,101000.0,13732,2015,11,24
67.0,F,77000.0,16989,2017,2,19
52.0,M,50000.0,1660,2016,7,28
55.0,F,32000.0,14420,2018,1,9
68.0,F,76000.0,11887,2015,11,28
46.0,F,69000.0,4778,2017,9,17
90.0,F,54000.0,7769,2016,8,26
33.0,M,34000.0,10716,2017,12,9
54.0,F,53000.0,12625,2018,3,25
22.0,F,40000.0,15492,2015,10,1
51.0,M,53000.0,6741,2018,2,26
78.0,F,66000.0,1038,2017,8,18
60.0,O,67000.0,1922,2017,10,4
22.0,M,57000.0,7268,2013,12,24
50.0,M,50000.0,3236,2018,4,25
72.0,F,108000.0,1367,2017,6,16
78.0,F,86000.0,14611,2017,5,7
59.0,M,108000.0,13508,2015,8,23
36.0,F,50000.0,9084,2016,10,11
60.0,M,95000.0,694,2017,10,19
60.0,M,35000.0,2577,2018,6,28
97.0,F,94000.0,7664,2016,8,15
37.0,M,85000.0,14370,2017,12,29
58.0,M,79000.0,13926,2016,7,8
75.0,M,44000.0,11663,2016,7,4
50.0,F,74000.0,14476,2017,10,11
37.0,M,98000.0,8344,2016,3,24
68.0,M,52000.0,924,2016,6,25
59.0,M,61000.0,8105,2018,3,14
62.0,M,39000.0,800,2016,11,17
67.0,M,97000.0,7419,2016,10,23
39.0,F,37000.0,5976,2017,7,26
61.0,M,34000.0,3883,2018,4,17
53.0,M,62000.0,10533,2018,1,11
50.0,M,92000.0,13220,2016,9,18
31.0,M,62000.0,9519,2018,7,9
22.0,F,55000.0,10359,2015,7,31
49.0,F,78000.0,353,2017,9,5
77.0,M,97000.0,14886,2016,3,11
28.0,M,31000.0,5319,2018,5,13
22.0,M,66000.0,6131,2017,8,23
39.0,F,81000.0,13326,2017,7,8
38.0,M,92000.0,12013,2018,4,30
49.0,M,68000.0,16141,2018,1,10
47.0,F,59000.0,13921,2017,2,6
64.0,M,81000.0,875,2016,6,13
36.0,M,70000.0,5228,2018,1,24
35.0,M,52000.0,9850,2018,1,11
63.0,F,63000.0,556,2016,12,1
61.0,M,46000.0,11473,2017,10,16
59.0,M,66000.0,4856,2017,9,8
32.0,M,40000.0,14716,2013,12,8
51.0,M,58000.0,10231,2017,8,19
65.0,M,89000.0,6626,2017,12,7
67.0,M,68000.0,11545,2018,3,21
59.0,M,58000.0,711,2017,12,23
40.0,F,71000.0,387,2017,12,22
30.0,F,44000.0,10089,2018,7,6
37.0,M,33000.0,3690,2018,2,8
45.0,F,60000.0,741,2017,10,24
69.0,M,84000.0,12340,2018,4,3
62.0,M,41000.0,16134,2018,3,23
52.0,F,77000.0,13645,2017,11,15
78.0,M,90000.0,2681,2018,1,1
31.0,M,57000.0,10549,2017,8,19
58.0,F,77000.0,6832,2018,6,29
53.0,F,106000.0,15731,2017,2,21
54.0,F,119000.0,15228,2016,10,18
23.0,M,47000.0,8808,2016,8,31
76.0,M,81000.0,10771,2016,6,27
66.0,F,60000.0,2516,2015,4,12
62.0,F,37000.0,4149,2017,10,10
65.0,F,83000.0,11587,2016,11,9
22.0,M,46000.0,4841,2017,10,26
48.0,M,60000.0,12251,2016,4,19
46.0,M,76000.0,8335,2016,3,16
80.0,M,61000.0,14641,2017,12,26
60.0,M,54000.0,6826,2018,2,7
53.0,F,88000.0,13661,2016,4,28
72.0,F,79000.0,4809,2017,11,27
62.0,F,54000.0,10079,2017,6,24
54.0,F,43000.0,14062,2016,6,24
73.0,M,36000.0,2684,2017,11,4
20.0,M,38000.0,4391,2016,5,1
65.0,F,76000.0,14307,2018,7,10
31.0,M,68000.0,8291,2017,10,26
49.0,O,41000.0,2894,2016,10,20
84.0,M,78000.0,10766,2016,6,14
64.0,M,68000.0,7868,2015,5,2
69.0,F,72000.0,1641,2018,7,4
50.0,F,76000.0,15826,2017,8,22
26.0,F,62000.0,12345,2015,12,1
54.0,M,62000.0,6586,2017,12,17
46.0,M,50000.0,8816,2017,11,23
41.0,F,57000.0,16494,2018,3,21
41.0,M,58000.0,5174,2017,8,22
85.0,M,76000.0,1032,2017,10,17
84.0,F,35000.0,2625,2017,7,30
70.0,M,72000.0,3666,2018,3,1
63.0,M,79000.0,9914,2015,9,25
58.0,M,60000.0,12174,2018,5,11
58.0,F,30000.0,5286,2017,9,15
55.0,F,59000.0,16512,2016,11,16
49.0,M,64000.0,2409,2015,8,23
57.0,M,31000.0,7953,2015,5,29
57.0,F,76000.0,10435,2017,10,22
54.0,F,113000.0,15433,2016,12,27
44.0,F,60000.0,16329,2017,10,24
95.0,F,66000.0,2335,2016,6,6
56.0,M,54000.0,5376,2018,1,4
34.0,M,39000.0,15693,2017,8,13
73.0,M,39000.0,12385,2018,4,8
64.0,F,70000.0,8496,2017,10,9
29.0,M,44000.0,7989,2016,7,17
52.0,M,59000.0,4402,2014,9,19
67.0,M,80000.0,7237,2017,5,30
54.0,M,31000.0,6620,2018,2,16
66.0,M,36000.0,226,2017,8,6
67.0,F,85000.0,9682,2017,8,22
48.0,F,54000.0,14460,2016,6,2
71.0,F,34000.0,15028,2018,3,18
61.0,F,96000.0,13153,2017,6,17
49.0,F,54000.0,10805,2016,6,14
68.0,M,49000.0,6845,2017,10,10
52.0,M,87000.0,5710,2018,5,11
75.0,M,70000.0,14445,2018,7,19
45.0,M,63000.0,7438,2016,11,18
41.0,M,51000.0,7050,2018,5,26
81.0,M,39000.0,10672,2017,12,3
69.0,M,84000.0,1307,2017,3,10
43.0,M,42000.0,14536,2018,1,11
61.0,M,78000.0,1695,2018,1,14
49.0,M,71000.0,5218,2016,7,16
79.0,F,77000.0,8339,2017,11,5
56.0,M,40000.0,14693,2015,5,26
54.0,F,99000.0,5307,2018,6,30
52.0,F,68000.0,14741,2018,4,1
47.0,F,59000.0,11985,2018,6,10
58.0,M,30000.0,7642,2018,5,14
85.0,M,55000.0,14126,2016,2,7
73.0,F,83000.0,13993,2017,1,15
27.0,F,60000.0,14247,2015,6,1
61.0,M,71000.0,12325,2017,8,2
49.0,M,99000.0,2245,2018,5,27
42.0,M,55000.0,7227,2016,4,28
73.0,M,57000.0,15952,2016,1,30
64.0,M,60000.0,3549,2016,2,24
55.0,M,36000.0,3347,2017,7,8
70.0,M,66000.0,5926,2018,1,12
78.0,F,44000.0,15717,2016,11,7
46.0,F,72000.0,5023,2017,9,1
67.0,M,74000.0,6780,2014,1,23
75.0,F,65000.0,4592,2018,1,24
76.0,F,102000.0,9022,2017,12,5
67.0,M,54000.0,2083,2018,4,11
70.0,M,73000.0,3995,2018,7,13
28.0,M,36000.0,14225,2018,3,28
84.0,M,90000.0,8154,2015,8,29
25.0,M,68000.0,4892,2015,6,27
48.0,F,50000.0,6392,2017,8,8
71.0,F,36000.0,287,2016,2,10
57.0,F,88000.0,13513,2018,3,1
42.0,M,38000.0,822,2018,1,30
23.0,M,38000.0,15140,2014,4,14
43.0,F,39000.0,6797,2016,2,3
35.0,F,38000.0,7819,2018,5,27
75.0,M,98000.0,383,2016,4,25
36.0,M,75000.0,8708,2014,2,19
43.0,M,33000.0,4695,2018,2,8
57.0,M,36000.0,464,2014,6,27
68.0,F,57000.0,4970,2017,4,1
44.0,F,33000.0,3730,2018,3,24
69.0,M,78000.0,11627,2018,4,20
84.0,M,96000.0,11067,2017,8,30
96.0,F,87000.0,4273,2017,11,11
33.0,F,57000.0,7403,2014,1,30
66.0,F,80000.0,11291,2018,1,10
19.0,M,67000.0,8165,2015,5,22
65.0,F,79000.0,13122,2016,8,27
63.0,M,58000.0,5193,2015,9,15
48.0,M,37000.0,792,2018,1,18
48.0,F,84000.0,4212,2015,10,16
33.0,M,48000.0,10642,2017,12,1
79.0,F,78000.0,3449,2016,4,10
37.0,M,51000.0,3275,2017,8,19
55.0,M,53000.0,4074,2017,2,3
53.0,M,105000.0,12765,2018,7,8
28.0,M,33000.0,2482,2017,8,3
87.0,F,89000.0,508,2017,7,7
66.0,F,55000.0,5827,2017,5,27
61.0,F,115000.0,13407,2016,1,6
66.0,M,54000.0,16887,2014,3,12
75.0,M,56000.0,4523,2014,3,23
27.0,F,57000.0,9319,2016,7,7
55.0,M,60000.0,5904,2017,11,3
40.0,M,42000.0,473,2018,4,17
40.0,M,73000.0,14535,2017,8,9
77.0,M,68000.0,2324,2017,5,3
42.0,M,65000.0,9436,2017,8,12
49.0,M,34000.0,2149,2017,12,25
80.0,F,83000.0,1537,2015,9,13
29.0,M,50000.0,4656,2017,12,25
56.0,M,75000.0,5965,2018,6,12
37.0,F,47000.0,725,2017,10,16
21.0,M,70000.0,291,2013,12,3
60.0,M,35000.0,5121,2017,5,3
26.0,M,30000.0,16451,2016,11,29
56.0,F,54000.0,12696,2013,12,14
95.0,F,67000.0,12528,2018,4,26
74.0,F,97000.0,14250,2017,4,22
71.0,M,34000.0,8305,2017,10,23
49.0,M,57000.0,1649,2016,3,24
61.0,F,81000.0,878,2016,9,8
55.0,F,83000.0,15639,2017,1,17
70.0,M,57000.0,8313,2018,5,20
74.0,M,77000.0,11748,2016,10,8
64.0,F,111000.0,14410,2015,8,23
45.0,F,55000.0,9844,2017,9,21
54.0,F,66000.0,10883,2018,5,12
21.0,M,71000.0,1540,2017,10,27
50.0,F,71000.0,11982,2017,8,1
70.0,M,61000.0,12227,2017,11,17
65.0,M,43000.0,3644,2016,2,14
81.0,F,70000.0,1154,2018,6,25
80.0,M,98000.0,13137,2017,11,9
40.0,F,30000.0,11842,2017,2,15
69.0,M,60000.0,13935,2018,3,24
63.0,F,65000.0,13478,2016,3,18
43.0,F,96000.0,2228,2014,4,16
